num_nodes,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
410,0,1,0.21564777195453644,0.03716307133436203,0
419,0,0,0.21539773046970367,0.03656082972884178,1
402,0,0,0.2156069576740265,0.0372033417224884,1
309,0,0,0.21530243754386902,0.036257680505514145,1
553,0,0,0.2152816504240036,0.03615354746580124,1
267,0,0,0.21532131731510162,0.03586916998028755,1
323,0,0,0.21580442786216736,0.03770827129483223,1
129,0,1,0.21522954106330872,0.03582809492945671,0
269,0,0,0.2154863476753235,0.03622635081410408,1
118,0,1,0.21513354778289795,0.03626840189099312,0
436,0,0,0.21531251072883606,0.03641932085156441,1
212,0,0,0.21541941165924072,0.03663395717740059,1
214,0,0,0.21535775065422058,0.036085352301597595,1
446,0,0,0.21536675095558167,0.03632417321205139,1
645,0,0,0.21601535379886627,0.03816140443086624,1
490,0,0,0.2153109908103943,0.03619451820850372,1
394,0,0,0.21529391407966614,0.03605888783931732,1
449,0,0,0.21523389220237732,0.03602081909775734,1
194,0,1,0.21541285514831543,0.03662186488509178,0
498,0,0,0.2153126448392868,0.03642379865050316,1
2495,0,0,0.21622516214847565,0.038694512099027634,1
157,0,1,0.21503154933452606,0.03538338467478752,0
485,0,1,0.2157018631696701,0.03753069043159485,0
841,0,1,0.21601778268814087,0.03833628073334694,0
243,0,1,0.21557316184043884,0.03698442876338959,0
492,0,0,0.21522872149944305,0.03613900765776634,1
551,0,0,0.221771240234375,0.045130375772714615,1
721,0,1,0.21561218798160553,0.037363000214099884,0
180,0,1,0.21531015634536743,0.036403950303792953,0
365,0,0,0.21523156762123108,0.03622662276029587,1
440,0,0,0.21569521725177765,0.03754866123199463,1
310,0,0,0.21626406908035278,0.03704424947500229,1
302,0,1,0.21525445580482483,0.03619047999382019,0
500,0,0,0.21572616696357727,0.037474993616342545,1
601,0,0,0.21600334346294403,0.038268640637397766,1
401,0,0,0.21503901481628418,0.03573392331600189,1
162,0,0,0.21576756238937378,0.03668326139450073,1
186,0,1,0.21533018350601196,0.03646311163902283,0
389,0,0,0.21515166759490967,0.03591175377368927,1
219,0,0,0.21527761220932007,0.03598940744996071,1
250,0,1,0.21499384939670563,0.03571716696023941,0
469,0,1,0.21521274745464325,0.0364837683737278,0
209,0,0,0.2157655656337738,0.03697258234024048,1
321,0,1,0.21548286080360413,0.03703389689326286,0
468,0,0,0.21534088253974915,0.03625042736530304,1
240,0,0,0.21537594497203827,0.03612823039293289,1
533,0,0,0.21582527458667755,0.03773799166083336,1
217,0,0,0.2151937186717987,0.03579726442694664,1
162,0,1,0.21547207236289978,0.036793045699596405,0
427,0,0,0.2152731567621231,0.03606339171528816,1
128,0,0,0.21538500487804413,0.03602423891425133,1
499,0,0,0.21551190316677094,0.0367978997528553,1
314,0,0,0.21530748903751373,0.036559395492076874,1
444,0,1,0.21554496884346008,0.03711194545030594,0
456,0,0,0.2152768224477768,0.03649020195007324,1
302,0,0,0.21529176831245422,0.03602330759167671,1
345,0,0,0.21541926264762878,0.03679947555065155,1
471,0,0,0.21541164815425873,0.03679675981402397,1
296,0,0,0.21574631333351135,0.03654850646853447,1
592,0,0,0.21532592177391052,0.036379069089889526,1
231,0,1,0.21551330387592316,0.03689243271946907,0
293,0,0,0.2151203453540802,0.0355362668633461,1
352,0,0,0.21544209122657776,0.03638681769371033,1
262,0,0,0.21570955216884613,0.03667554259300232,1
173,0,0,0.21583475172519684,0.03654637560248375,1
1160,0,0,0.2162128984928131,0.038702767342329025,1
157,0,0,0.21545395255088806,0.03661651164293289,1
198,0,1,0.21527689695358276,0.03652261570096016,0
571,0,0,0.2155008316040039,0.03661439195275307,1
277,0,1,0.2153433859348297,0.036670759320259094,0
445,0,0,0.2157076597213745,0.037449583411216736,1
370,0,0,0.2152831107378006,0.03629883751273155,1
245,0,0,0.21542946994304657,0.036461442708969116,1
232,0,0,0.21544747054576874,0.036484245210886,1
308,0,0,0.21528378129005432,0.036482714116573334,1
347,0,0,0.2152988463640213,0.03613239899277687,1
1019,0,0,0.21547523140907288,0.03684170916676521,1
464,0,0,0.2151288539171219,0.03590882942080498,1
205,0,1,0.21552897989749908,0.03691234439611435,0
664,0,0,0.21531295776367188,0.03644812852144241,1
317,0,0,0.21558329463005066,0.03685560077428818,1
242,0,0,0.21547338366508484,0.036208588629961014,1
252,0,0,0.21537551283836365,0.036132533103227615,1
180,0,0,0.21541403234004974,0.03613762557506561,1
305,0,0,0.21524153649806976,0.036010026931762695,1
159,0,1,0.21511796116828918,0.03553872928023338,0
516,0,0,0.2154989242553711,0.03665735572576523,1
188,0,0,0.2154093086719513,0.03625733032822609,1
214,0,0,0.21524745225906372,0.03625354543328285,1
189,0,1,0.21539051830768585,0.03649744763970375,0
190,0,0,0.21536536514759064,0.03650416061282158,1
336,0,0,0.21541309356689453,0.036934953182935715,1
280,0,1,0.2153264880180359,0.03619084134697914,0
1103,0,1,0.21634510159492493,0.03899269551038742,0
272,0,0,0.21525509655475616,0.036010295152664185,1
240,0,1,0.2152518779039383,0.03631585091352463,0
213,0,0,0.21554820239543915,0.03690548241138458,1
306,0,1,0.21532507240772247,0.03652786463499069,0
123,0,1,0.21494507789611816,0.03537809103727341,0
394,0,0,0.2154589295387268,0.03696555271744728,1
338,0,1,0.21539777517318726,0.03680458664894104,0
263,0,0,0.2150907665491104,0.035752590745687485,1
116,0,1,0.21498222649097443,0.03549822419881821,0
419,0,0,0.21538957953453064,0.03670807182788849,1
336,0,0,0.2155747413635254,0.03660513460636139,1
259,0,0,0.21526268124580383,0.03614913672208786,1
148,0,1,0.2154632806777954,0.036237932741642,0
442,0,0,0.2153007537126541,0.03609142079949379,1
478,0,0,0.21536314487457275,0.03630603477358818,1
351,0,1,0.21569086611270905,0.03751025348901749,0
405,0,0,0.21557435393333435,0.037129953503608704,1
131,0,1,0.21550622582435608,0.036482904106378555,0
333,0,0,0.215325266122818,0.03616291657090187,1
348,0,0,0.21564507484436035,0.037138428539037704,1
403,0,0,0.21567131578922272,0.03732702508568764,1
553,0,1,0.21540379524230957,0.03671754524111748,0
297,0,1,0.21535226702690125,0.036676689982414246,0
214,0,1,0.21523968875408173,0.03641510754823685,0
366,0,0,0.21561309695243835,0.03692574054002762,1
287,0,0,0.21562810242176056,0.037177674472332,1
269,0,0,0.21557661890983582,0.036261264234781265,1
807,0,0,0.21589958667755127,0.03800054267048836,1
406,0,0,0.21522006392478943,0.03623168542981148,1
449,0,0,0.2155548334121704,0.03709039092063904,1
136,0,1,0.21535974740982056,0.03618979826569557,0
150,0,0,0.21596713364124298,0.03675268217921257,1
351,0,0,0.21529869735240936,0.036111243069171906,1
222,0,0,0.2155330628156662,0.036636047065258026,1
123,0,1,0.2150186002254486,0.03543386235833168,0
164,0,0,0.21559438109397888,0.036300353705883026,1
273,0,0,0.21532267332077026,0.03641829267144203,1
164,0,1,0.21537385880947113,0.036392614245414734,0
185,0,0,0.21524177491664886,0.0358462929725647,1
357,0,0,0.21553561091423035,0.03699062764644623,1
171,0,0,0.21525153517723083,0.035841695964336395,1
357,0,1,0.21545761823654175,0.03697749599814415,0
225,0,1,0.21550452709197998,0.03654614835977554,0
678,0,0,0.21537578105926514,0.036507055163383484,1
447,0,1,0.21577642858028412,0.03764954209327698,0
431,0,0,0.21554400026798248,0.03708483651280403,1
539,0,0,0.21541792154312134,0.03672221302986145,1
387,0,0,0.21548373997211456,0.037085793912410736,1
395,0,1,0.21539917588233948,0.03676952049136162,0
723,0,0,0.2157474160194397,0.0375816784799099,1
404,0,0,0.21528881788253784,0.036138880997896194,1
186,0,1,0.21531528234481812,0.03654409945011139,0
316,0,0,0.21520301699638367,0.03599957004189491,1
213,0,0,0.2152251899242401,0.036145057529211044,1
293,0,0,0.21556490659713745,0.037094853818416595,1
321,0,1,0.21530742943286896,0.036424096673727036,0
399,0,0,0.21554593741893768,0.03709922730922699,1
116,0,1,0.21523922681808472,0.03617171570658684,0
277,0,1,0.21525363624095917,0.036397650837898254,0
394,0,0,0.21566349267959595,0.03728784620761871,1
154,0,1,0.2150440365076065,0.03571721911430359,0
352,0,0,0.21574890613555908,0.03731895238161087,1
78,0,1,0.21527975797653198,0.03561243787407875,0
50,0,1,0.21577343344688416,0.036158397793769836,0
217,0,0,0.21538595855236053,0.03594177961349487,1
508,0,0,0.21510979533195496,0.035944268107414246,1
236,0,1,0.2155369520187378,0.03708555921912193,0
858,0,1,0.2158961445093155,0.03798436373472214,0
272,0,0,0.21531085669994354,0.0359589047729969,1
450,0,1,0.21574220061302185,0.03762272745370865,0
162,0,0,0.2157060205936432,0.036835938692092896,1
312,0,0,0.2153339385986328,0.03633680194616318,1
710,0,0,0.21574167907238007,0.037677355110645294,1
238,0,1,0.21531248092651367,0.036596573889255524,0
260,0,0,0.21528631448745728,0.03622518107295036,1
207,0,0,0.21519847214221954,0.03599480167031288,1
178,0,0,0.2153773009777069,0.03635919839143753,1
200,0,0,0.21516463160514832,0.03614853695034981,1
197,0,0,0.21549776196479797,0.036040522158145905,1
1704,0,0,0.21647758781909943,0.03923890367150307,1
210,0,0,0.21536412835121155,0.03633471205830574,1
206,0,0,0.21537591516971588,0.03631747141480446,1
618,0,0,0.21563977003097534,0.03734926879405975,1
314,0,0,0.21529336273670197,0.03632611408829689,1
283,0,0,0.2153381109237671,0.03610437363386154,1
308,0,0,0.21568366885185242,0.03653203696012497,1
737,0,0,0.215777188539505,0.03772992268204689,1
264,0,1,0.21533146500587463,0.036560676991939545,0
421,0,0,0.2152356058359146,0.03616248816251755,1
331,0,0,0.21507060527801514,0.035709138959646225,1
605,0,0,0.21569670736789703,0.037028711289167404,1
321,0,0,0.21521198749542236,0.0360666923224926,1
348,0,1,0.21523383259773254,0.036347728222608566,0
398,0,0,0.21555478870868683,0.0370059572160244,1
345,0,0,0.2156781703233719,0.03713872283697128,1
461,0,0,0.21581347286701202,0.03770848363637924,1
295,0,0,0.21533717215061188,0.03613432124257088,1
388,0,0,0.2156275510787964,0.03728320077061653,1
271,0,0,0.2154865711927414,0.03662390261888504,1
245,0,0,0.21517249941825867,0.03593819588422775,1
263,0,0,0.21535810828208923,0.036507539451122284,1
124,0,1,0.21511214971542358,0.035550978034734726,0
345,0,0,0.2153608798980713,0.036479294300079346,1
218,0,1,0.21531885862350464,0.03628481552004814,0
246,0,1,0.2151317596435547,0.03592539206147194,0
839,0,0,0.21600238978862762,0.03821616247296333,1
164,0,0,0.21522188186645508,0.035869184881448746,1
294,0,0,0.2154770791530609,0.03683852031826973,1
282,0,0,0.21531112492084503,0.03626168146729469,1
217,0,0,0.21521401405334473,0.03622082620859146,1
220,0,0,0.21524673700332642,0.03625520318746567,1
248,0,0,0.21538972854614258,0.03609488904476166,1
118,0,1,0.21528053283691406,0.03583551198244095,0
155,0,0,0.21534967422485352,0.03590013086795807,1
207,0,0,0.21528257429599762,0.03597282990813255,1
65,0,1,0.21583187580108643,0.03675585985183716,0
311,0,0,0.21514248847961426,0.03590584918856621,1
257,0,0,0.21546082198619843,0.03596068173646927,1
353,0,0,0.2154478281736374,0.03694384545087814,1
242,0,0,0.2153330296278,0.036491602659225464,1
225,0,0,0.2153334617614746,0.03653666377067566,1
117,0,1,0.21532079577445984,0.03603075072169304,0
565,0,0,0.21539266407489777,0.03650623559951782,1
210,0,0,0.21549402177333832,0.03668138012290001,1
459,0,0,0.21533773839473724,0.036291949450969696,1
188,0,0,0.21540457010269165,0.036538802087306976,1
310,0,1,0.21543580293655396,0.03684592992067337,0
373,0,0,0.2164074331521988,0.037893980741500854,1
184,0,0,0.21565958857536316,0.036306947469711304,1
271,0,1,0.21503899991512299,0.03560139238834381,0
121,0,0,0.21531394124031067,0.036181941628456116,1
232,0,0,0.21502989530563354,0.03561290353536606,1
230,0,0,0.21534934639930725,0.03595617413520813,1
122,0,1,0.21568404138088226,0.03621414676308632,0
445,0,0,0.21533629298210144,0.03634960949420929,1
623,0,0,0.21538235247135162,0.036487240344285965,1
450,0,1,0.21567286550998688,0.03746870160102844,0
274,0,0,0.2154446542263031,0.03676285222172737,1
278,0,0,0.21520839631557465,0.03631357476115227,1
317,0,0,0.21531036496162415,0.036494847387075424,1
264,0,0,0.21506720781326294,0.035776615142822266,1
429,0,0,0.2157607525587082,0.037590134888887405,1
338,0,0,0.21559280157089233,0.03654234856367111,1
191,0,1,0.2153630554676056,0.03661203756928444,0
104,0,1,0.21518154442310333,0.03595970571041107,0
357,0,0,0.21545228362083435,0.03636759892106056,1
365,0,0,0.2156248241662979,0.037262991070747375,1
206,0,1,0.21543550491333008,0.036821287125349045,0
298,0,0,0.21561485528945923,0.03631094843149185,1
684,0,0,0.2161870300769806,0.038627155125141144,1
320,0,1,0.21516744792461395,0.036353979259729385,0
429,0,0,0.21562157571315765,0.03708454221487045,1
310,0,0,0.21548175811767578,0.03628615289926529,1
165,0,0,0.21505975723266602,0.03571150451898575,1
326,0,0,0.21555151045322418,0.03635895997285843,1
317,0,0,0.21553552150726318,0.03685148060321808,1
561,0,0,0.2152763456106186,0.03634326532483101,1
283,0,0,0.21562878787517548,0.03676856681704521,1
467,0,0,0.21576064825057983,0.037066683173179626,1
265,0,0,0.2153363674879074,0.036529213190078735,1
362,0,1,0.21537156403064728,0.036675095558166504,0
236,0,1,0.21543486416339874,0.036608096212148666,0
291,0,1,0.21546177566051483,0.03694670647382736,0
427,0,0,0.21525804698467255,0.03617091849446297,1
162,0,0,0.21545717120170593,0.03655309975147247,1
333,0,0,0.21536803245544434,0.036170490086078644,1
59,0,1,0.21618157625198364,0.0369272343814373,0
308,0,1,0.2154153287410736,0.03665868565440178,0
468,0,0,0.21525272727012634,0.03624555841088295,1
523,0,0,0.21545624732971191,0.03691808134317398,1
534,0,0,0.21579782664775848,0.03753770515322685,1
256,0,1,0.21516934037208557,0.036161091178655624,0
436,0,0,0.2155986875295639,0.037177711725234985,1
208,0,1,0.21510615944862366,0.03569263592362404,0
476,0,0,0.2157192826271057,0.03761012852191925,1
498,0,0,0.2158968448638916,0.03796137124300003,1
725,0,0,0.2160431295633316,0.03689620643854141,1
125,0,1,0.21558286249637604,0.036710746586322784,0
560,0,0,0.21554328501224518,0.03705000877380371,1
130,1,1,0.21495085954666138,0.035446975380182266,1
178,1,1,0.2152891755104065,0.036380451172590256,1
150,1,1,0.2154773473739624,0.036813415586948395,1
125,1,1,0.2152232527732849,0.036089614033699036,1
94,1,0,0.21546640992164612,0.03613802418112755,0
68,1,0,0.21600478887557983,0.03701161965727806,0
50,1,0,0.21821744740009308,0.03986717388033867,0
46,1,1,0.21578489243984222,0.03642355278134346,1
133,1,1,0.21520096063613892,0.035962726920843124,1
70,1,1,0.2157040536403656,0.03612161800265312,1
37,1,1,0.21494348347187042,0.034944213926792145,1
147,1,0,0.2155534029006958,0.0363183356821537,0
203,1,0,0.21524056792259216,0.035846907645463943,0
190,1,0,0.21676407754421234,0.03650598227977753,0
125,1,1,0.21493014693260193,0.035115230828523636,1
313,1,1,0.21527734398841858,0.03649195656180382,1
369,1,1,0.21539358794689178,0.03680840879678726,1
231,1,1,0.21529407799243927,0.03622855618596077,1
208,1,1,0.21511384844779968,0.03600771725177765,1
294,1,0,0.21526648104190826,0.03635230287909508,0
86,1,0,0.21631601452827454,0.037132732570171356,0
215,1,0,0.21527311205863953,0.03550867736339569,0
104,1,1,0.21526136994361877,0.035694658756256104,1
86,1,1,0.2154517024755478,0.036187779158353806,1
285,1,0,0.22040359675884247,0.04211224988102913,0
191,1,0,0.21601800620555878,0.03710970655083656,0
71,1,1,0.2169196903705597,0.03790244832634926,1
125,1,1,0.21492072939872742,0.03539690747857094,1
110,1,0,0.21532803773880005,0.03619511425495148,0
101,1,1,0.21524164080619812,0.035523008555173874,1
160,1,1,0.21510043740272522,0.03541959077119827,1
315,1,1,0.21521370112895966,0.036327313631772995,1
227,1,1,0.21578459441661835,0.03629117086529732,1
107,1,1,0.21540038287639618,0.03638581186532974,1
98,1,1,0.21489772200584412,0.03569769859313965,1
211,1,1,0.21552686393260956,0.037162214517593384,1
209,1,0,0.21546798944473267,0.03645817190408707,0
109,1,1,0.21546094119548798,0.035972245037555695,1
106,1,0,0.21505486965179443,0.03559485450387001,0
49,1,1,0.21457338333129883,0.03468995541334152,1
224,1,1,0.2150467187166214,0.03576987609267235,1
354,1,1,0.21537822484970093,0.036822106689214706,1
135,1,1,0.2150610387325287,0.035930197685956955,1
137,1,1,0.21519815921783447,0.035644903779029846,1
95,1,0,0.2159309685230255,0.03678856045007706,0
89,1,0,0.21664957702159882,0.037368904799222946,0
88,1,1,0.21665923297405243,0.037361085414886475,1
60,1,1,0.2157282829284668,0.036052435636520386,1
251,1,0,0.2153850793838501,0.03638828173279762,0
36,1,1,0.21617576479911804,0.0358286052942276,1
89,1,1,0.21606992185115814,0.03652069717645645,1
121,1,1,0.215703547000885,0.03662961721420288,1
60,1,1,0.21569868922233582,0.03648868948221207,1
116,1,1,0.2150844931602478,0.03555392101407051,1
67,1,1,0.21530623733997345,0.03580472618341446,1
684,1,1,0.2163725346326828,0.03907480463385582,1
130,1,1,0.2152618169784546,0.03606373816728592,1
123,1,0,0.2156849056482315,0.03644782304763794,0
30,1,1,0.21642640233039856,0.03588097169995308,1
147,1,1,0.21516864001750946,0.035805683583021164,1
72,1,1,0.21548065543174744,0.035981185734272,1
134,1,1,0.21501490473747253,0.035562001168727875,1
76,1,1,0.21681645512580872,0.037321411073207855,1
63,1,1,0.2154705971479416,0.035819120705127716,1
171,1,1,0.21510019898414612,0.036184586584568024,1
582,1,1,0.2155108004808426,0.0370989590883255,1
55,1,1,0.21711280941963196,0.03833676129579544,1
173,1,1,0.21556037664413452,0.03684815391898155,1
106,1,1,0.21530665457248688,0.036383870989084244,1
124,1,1,0.2150627076625824,0.03557291254401207,1
423,1,0,0.2152382880449295,0.03602686524391174,0
143,1,0,0.21545487642288208,0.036213070154190063,0
89,1,0,0.21635952591896057,0.03622729703783989,0
119,1,1,0.21522089838981628,0.03606646880507469,1
140,1,0,0.21566200256347656,0.03684123978018761,0
209,1,0,0.21540547907352448,0.03645351156592369,0
205,1,0,0.21505573391914368,0.03577437251806259,0
195,1,1,0.21527990698814392,0.03652901574969292,1
456,1,1,0.21564628183841705,0.037442319095134735,1
144,1,1,0.21526354551315308,0.035918742418289185,1
82,1,1,0.2160795032978058,0.035832129418849945,1
144,1,1,0.2156253159046173,0.03647562488913536,1
570,1,1,0.21540474891662598,0.03691582381725311,1
182,1,0,0.21537384390830994,0.036324016749858856,0
90,1,0,0.21539559960365295,0.03594131022691727,0
122,1,0,0.21562553942203522,0.03653435409069061,0
91,1,1,0.21539273858070374,0.03662727028131485,1
185,1,0,0.21543613076210022,0.03674568608403206,0
138,1,1,0.21526718139648438,0.03637514263391495,1
211,1,1,0.21512287855148315,0.03600090369582176,1
259,1,0,0.21523228287696838,0.03593384474515915,0
508,1,1,0.2156113088130951,0.037383534014225006,1
65,1,1,0.21521160006523132,0.03578738123178482,1
315,1,1,0.21731503307819366,0.038759343326091766,1
569,1,0,0.21536864340305328,0.0364307276904583,0
160,1,1,0.21520818769931793,0.036233462393283844,1
353,1,1,0.21596385538578033,0.038187626749277115,1
421,1,0,0.215112566947937,0.035927094519138336,0
229,1,0,0.21569880843162537,0.03630430996417999,0
224,1,1,0.21524883806705475,0.03610900044441223,1
576,1,0,0.21577458083629608,0.03771369159221649,0
218,1,1,0.21525800228118896,0.03635580837726593,1
223,1,0,0.2153090387582779,0.036214131861925125,0
100,1,1,0.21608512103557587,0.036776866763830185,1
46,1,1,0.2170003056526184,0.03787751495838165,1
68,1,1,0.21531833708286285,0.036119766533374786,1
123,1,0,0.21879306435585022,0.038959287106990814,0
182,1,0,0.21510915458202362,0.035689741373062134,0
112,1,0,0.21660476922988892,0.037820346653461456,0
181,1,1,0.21501725912094116,0.03563695028424263,1
212,1,0,0.21551287174224854,0.03703419119119644,0
237,1,1,0.21548420190811157,0.0369759239256382,1
91,1,1,0.21528959274291992,0.036219723522663116,1
339,1,0,0.2150793820619583,0.035961609333753586,0
79,1,1,0.21689212322235107,0.03814192861318588,1
221,1,0,0.21543490886688232,0.036588408052921295,0
213,1,0,0.21657228469848633,0.03735910728573799,0
151,1,0,0.21532587707042694,0.035873521119356155,0
107,1,1,0.2154100239276886,0.036036569625139236,1
243,1,0,0.21538686752319336,0.03650009259581566,0
153,1,0,0.21529847383499146,0.03595440834760666,0
162,1,1,0.21502819657325745,0.03575751557946205,1
287,1,0,0.21550969779491425,0.03660311549901962,0
98,1,1,0.2154746651649475,0.036446209996938705,1
321,1,1,0.21540206670761108,0.036660462617874146,1
369,1,0,0.21554133296012878,0.037100840359926224,0
30,1,1,0.2180645614862442,0.03776055574417114,1
196,1,1,0.21527954936027527,0.036498330533504486,1
291,1,0,0.21533197164535522,0.03646112233400345,0
128,1,0,0.2158181518316269,0.036543071269989014,0
127,1,0,0.21525928378105164,0.036193374544382095,0
61,1,1,0.2151525616645813,0.035621192306280136,1
126,1,0,0.21607914566993713,0.036852624267339706,0
154,1,0,0.21529769897460938,0.03604412078857422,0
192,1,1,0.21516218781471252,0.03594835475087166,1
217,1,0,0.21560639142990112,0.03674119710922241,0
589,1,1,0.21566806733608246,0.03752494975924492,1
299,1,1,0.21508176624774933,0.03589273989200592,1
146,1,1,0.21533536911010742,0.035916466265916824,1
133,1,0,0.21593230962753296,0.03700811415910721,0
329,1,1,0.2152092158794403,0.0362846814095974,1
371,1,0,0.21550405025482178,0.03683710843324661,0
102,1,1,0.21549637615680695,0.03662337362766266,1
78,1,0,0.2150423228740692,0.03546690195798874,0
162,1,1,0.21491238474845886,0.03548134118318558,1
149,1,0,0.21546012163162231,0.03605504333972931,0
172,1,1,0.21517901122570038,0.03578585386276245,1
238,1,1,0.21522924304008484,0.036272451281547546,1
127,1,1,0.21516388654708862,0.03608720749616623,1
56,1,0,0.21798065304756165,0.039372533559799194,0
146,1,1,0.2153060883283615,0.03631586953997612,1
131,1,1,0.21506889164447784,0.03573319688439369,1
600,1,0,0.21587321162223816,0.03796272352337837,0
103,1,1,0.21557749807834625,0.03600313887000084,1
743,1,1,0.21583257615566254,0.03786540776491165,1
114,1,0,0.21580274403095245,0.03636088967323303,0
183,1,1,0.21534214913845062,0.03647696599364281,1
104,1,0,0.21593308448791504,0.036818504333496094,0
53,1,1,0.21527409553527832,0.035572271794080734,1
94,1,1,0.21515826880931854,0.03557560220360756,1
246,1,0,0.21535645425319672,0.03658074885606766,0
129,1,1,0.2154608964920044,0.03666262701153755,1
157,1,1,0.2150561511516571,0.03584317862987518,1
93,1,1,0.21555978059768677,0.03639572486281395,1
102,1,0,0.21629001200199127,0.037442490458488464,0
162,1,1,0.2153380811214447,0.036426108330488205,1
296,1,1,0.21533869206905365,0.036685556173324585,1
59,1,1,0.2162449210882187,0.03706971928477287,1
72,1,1,0.2147674262523651,0.03527304157614708,1
99,1,0,0.21529801189899445,0.036114417016506195,0
136,1,1,0.21508024632930756,0.035587795078754425,1
64,1,1,0.215825617313385,0.03654937073588371,1
573,1,0,0.21584510803222656,0.037903834134340286,0
183,1,1,0.21528375148773193,0.03579035401344299,1
56,1,1,0.21573780477046967,0.03680828586220741,1
64,1,1,0.21520456671714783,0.03543052449822426,1
190,1,1,0.21511182188987732,0.03562936931848526,1
99,1,0,0.21573758125305176,0.036235325038433075,0
72,1,1,0.21521714329719543,0.03543689101934433,1
707,1,1,0.215873122215271,0.03800605982542038,1
175,1,1,0.21603500843048096,0.03712702542543411,1
195,1,1,0.21551676094532013,0.03699108585715294,1
148,1,1,0.21492359042167664,0.03554224967956543,1
227,1,1,0.21530714631080627,0.03562876209616661,1
137,1,0,0.2150447815656662,0.0356939323246479,0
230,1,0,0.21538296341896057,0.03660114109516144,0
372,1,1,0.21565183997154236,0.03740967810153961,1
89,1,1,0.21646757423877716,0.03692467510700226,1
122,1,1,0.21556968986988068,0.03674120828509331,1
573,1,1,0.21631471812725067,0.03889987990260124,1
63,1,1,0.21555566787719727,0.035934899002313614,1
